model,meeting,theme,block_id_standard,block_id_exclusive,score_standard,score_exclusive,abs_delta,crosses_half
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,115,113,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,116,114,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,116,114,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,116,114,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,116,114,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,117,115,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,117,115,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,117,115,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,117,115,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,118,116,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,118,116,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,118,116,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,118,116,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,119,117,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,119,117,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,119,117,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,119,117,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,120,118,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,120,118,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,120,118,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,120,118,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,121,119,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,121,119,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,121,119,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,121,119,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,122,120,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,122,120,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,122,120,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,122,120,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,123,121,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,123,121,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,123,121,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,123,121,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,124,122,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,124,122,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,124,122,0.6,0.6,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,124,122,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,125,123,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,125,123,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,125,123,0.7,0.7,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,125,123,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,126,124,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,126,124,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,126,124,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,126,124,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,127,125,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,127,125,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,127,125,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,127,125,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,128,126,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,128,126,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,128,126,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,128,126,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,129,127,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,129,127,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,129,127,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,129,127,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,130,128,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,130,128,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,130,128,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,130,128,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,131,129,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,131,129,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,131,129,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,131,129,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,133,131,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,133,131,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,133,131,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,133,131,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,137,135,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,137,135,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,137,135,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,137,135,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,140,138,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,140,138,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,140,138,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,140,138,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,142,140,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,142,140,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,142,140,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,142,140,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,143,141,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,143,141,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,143,141,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,143,141,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,144,142,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,144,142,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,144,142,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,144,142,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,145,143,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,145,143,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,145,143,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,145,143,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,146,144,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,146,144,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,146,144,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,146,144,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,147,145,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,147,145,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,147,145,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,147,145,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,148,146,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,148,146,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,148,146,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,148,146,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,149,147,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,149,147,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,149,147,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,149,147,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,150,148,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,150,148,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,150,148,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,150,148,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,151,149,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,151,149,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,151,149,0.0,0.0,0.0,0
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,151,149,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,3,3,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,3,3,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,3,3,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,3,3,0.1,0.1,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,6,6,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,6,6,0.4,0.4,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,6,6,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,6,6,0.1,0.1,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,12,10,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,12,10,0.3,0.3,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,12,10,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,12,10,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,15,13,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,15,13,0.8,0.8,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,15,13,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,15,13,0.5,0.5,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,18,16,0.1,0.0,0.1,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,18,16,0.8,0.9,0.1,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,18,16,0.0,0.1,0.1,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,18,16,0.6,0.7,0.1,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,27,25,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,27,25,0.8,0.8,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,27,25,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,27,25,0.4,0.4,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,28,26,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,28,26,0.7,0.7,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,28,26,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,28,26,0.1,0.1,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,31,29,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,31,29,0.6,0.6,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,31,29,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,31,29,0.4,0.4,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,33,31,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,33,31,0.1,0.1,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,33,31,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,33,31,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,44,42,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,44,42,0.7,0.7,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,44,42,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,44,42,0.3,0.3,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,45,43,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,45,43,0.8,0.8,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,45,43,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,45,43,0.6,0.6,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,46,44,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,46,44,0.8,0.8,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,46,44,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,46,44,0.7,0.6,0.1,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,69,67,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,69,67,0.6,0.6,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,69,67,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,69,67,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,73,71,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,73,71,0.7,0.7,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,73,71,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,73,71,0.1,0.1,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,86,84,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,86,84,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,86,84,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,86,84,0.1,0.1,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,90,88,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,90,88,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,90,88,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,90,88,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,93,91,0.5,0.5,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,93,91,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,93,91,0.3,0.3,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,93,91,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,97,95,0.2,0.2,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,97,95,0.6,0.6,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,97,95,0.3,0.3,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",power_dynamics_and_inequality,97,95,0.1,0.1,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",health_and_well_being,109,107,0.0,0.0,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipal_process,109,107,0.1,0.1,0.0,0
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",municipally_managed_resources,109,107,0.0,0.0,0.0,0
